@relation doc-subject

@attribute filename numeric
@attribute Subject0 numeric
@attribute Subject1 numeric
@attribute Subject2 numeric
@attribute Subject3 numeric
@attribute Subject4 numeric
@attribute Subject5 numeric
@attribute Subject6 numeric
@attribute Subject7 numeric
@attribute Subject8 numeric
@attribute Subject9 numeric
@attribute Subject10 numeric
@attribute Subject11 numeric
@attribute Subject12 numeric
@attribute Subject13 numeric
@attribute Subject14 numeric

@data
3218,0.096594,0.066658,0.026641,0.060907,0.044844,0.095534,0.042183,0.079719,0.060897,0.099797,0.062137,0.062705,0.096382,0.068497,0.036506
3549,0.099755,0.127688,0.117616,0.047435,0.055924,0.108752,0.051949,0.058582,0.048645,0.095042,0.034825,0.013211,0.01669,0.030421,0.093465
2979,0.034371,0.014812,0.117355,0.139741,0.06041,0.065208,0.075647,0.026533,0.052009,0.109677,0.000872,0.130205,0.000328,0.025563,0.147268
3041,0.102248,0.069886,0.027188,0.068255,0.020432,0.104871,0.067537,0.081672,0.067273,0.016823,0.105534,0.126663,0.026203,0.036761,0.078654
3247,0.041396,0.025526,0.005797,0.005675,0.078877,0.059761,0.039346,0.154874,0.011761,0.09058,0.102125,0.050968,0.024592,0.167371,0.141353
2903,0.01638,0.10205,0.036029,0.063961,0.07738,0.105407,0.079245,0.041319,0.107705,0.111459,0.048173,0.052235,0.011692,0.081367,0.065597
3228,0.069383,0.083217,0.026217,0.012633,0.084083,0.111003,0.013499,0.135955,0.087266,0.058169,0.15937,0.022452,0.028916,0.018379,0.08946
3179,0.044428,0.003792,0.111886,0.082151,0.054319,0.048481,0.069214,0.122077,0.103393,0.089342,0.056853,0.049493,0.004009,0.104586,0.055975
2954,0.026751,0.004141,0.163065,0.079441,0.130499,0.051184,0.003103,0.117959,0.07596,0.046071,0.11361,0.000628,0.027554,0.069138,0.090896
3238,0.081784,0.091228,0.104642,0.021514,0.063516,0.068696,0.047987,0.105507,0.113794,0.031583,0.091906,0.076316,0.004808,0.084432,0.012285
3358,0.128952,0.129597,0.068939,0.056833,0.026647,0.079728,0.036887,0.047017,0.061562,0.064374,0.02249,0.090185,0.03193,0.089311,0.065547
3324,0.121764,0.046497,0.017412,0.076226,0.065149,0.165574,0.007271,0.037597,0.044998,0.064151,0.10741,0.025904,0.088284,0.007279,0.124483
3096,0.09058,0.050894,0.017255,0.09151,0.024208,0.01706,0.101585,0.038605,0.08686,0.058216,0.120234,0.097067,0.10817,0.085906,0.01185
3415,0.070179,0.129065,0.011219,0.032993,0.027111,0.000632,0.047412,0.078949,0.046208,0.018639,0.140331,0.132695,0.118962,0.00297,0.142634
2966,0.108672,0.067624,0.125946,0.048401,0.045231,0.034823,0.010108,0.031242,0.08753,0.100044,0.05979,0.007638,0.109627,0.025695,0.137631
3067,0.012378,0.101691,0.086853,0.111863,0.109269,0.026768,0.056578,0.080097,0.112417,0.000691,0.116286,0.06522,0.040954,0.01008,0.068855
3276,0.102166,0.023329,0.004747,0.068471,0.043904,0.020653,0.071431,0.091165,0.135983,0.006883,0.11225,0.052099,0.136537,0.068465,0.061917
3200,0.112663,0.071653,0.003154,0.070449,0.082291,0.004662,0.029039,0.152332,0.078456,0.119671,0.000132,0.10848,0.01983,0.120616,0.026572
3315,0.112433,0.075567,0.076821,0.03144,0.026955,0.03755,0.034711,0.07441,0.049811,0.010742,0.101296,0.067352,0.116677,0.099973,0.084261
3351,0.02088,0.043164,0.040472,0.073193,0.101483,0.053557,0.119203,0.070847,0.070235,0.06975,0.074889,0.084945,0.055448,0.058712,0.063223
3357,0.00992,0.011968,0.096794,0.046546,0.117102,0.072156,0.025616,0.139421,0.084901,0.070793,0.10921,0.1022,0.005154,0.058143,0.050075
2943,0.076189,0.06732,0.106297,0.040512,0.121348,0.015586,0.020404,0.108052,0.094145,0.086157,0.113057,0.02612,0.096697,0.001867,0.026249
3485,0.078829,0.088883,0.125609,0.004414,0.015227,0.001843,0.135794,0.029717,0.081088,0.056223,0.146828,0.033451,0.009114,0.065372,0.127606
3438,0.089177,0.09072,0.067758,0.096191,0.065747,0.061846,0.058575,0.075361,0.081806,0.096381,0.079373,0.070418,0.000481,0.03121,0.034955
3258,0.018676,0.037092,0.058884,0.036774,0.118354,0.110841,0.052791,0.141532,0.108062,0.015098,0.090063,0.055373,0.040382,0.097248,0.01883
2975,0.056081,0.017248,0.12473,0.013638,0.05093,0.042236,0.067306,0.103253,0.020365,0.068031,0.019986,0.101618,0.080958,0.134637,0.098982
3070,0.085025,0.014418,0.010894,0.119906,0.088681,0.115518,0.090551,0.026006,0.033685,0.028577,0.089634,0.062278,0.050429,0.107142,0.077256
3270,0.04949,0.00546,0.006558,0.037442,0.038131,0.121746,0.10415,0.075914,0.094811,0.07921,0.091545,0.035612,0.013941,0.146803,0.099187
3272,0.10751,0.033143,0.11918,0.043691,0.011703,0.01579,0.100615,0.076082,0.105104,0.052972,0.010581,0.090778,0.0127,0.094567,0.125585
3470,0.119739,0.039778,0.007441,0.101985,0.040406,0.034287,0.028465,0.091284,0.101709,0.003522,0.114384,0.047314,0.091336,0.109832,0.068517
3170,0.001167,0.067109,0.063416,0.053451,0.118304,0.07172,0.082711,0.106237,0.109246,0.077111,0.039251,0.037535,0.009894,0.04811,0.114736
3279,0.079721,0.041727,0.022146,0.051175,0.080692,0.096787,0.059184,0.050053,0.050646,0.119072,0.114622,0.120164,0.046868,0.028046,0.039098
3473,0.03479,0.1231,0.059987,0.014791,0.012181,0.091461,0.016136,0.057071,0.071146,0.087601,0.116987,0.016722,0.110393,0.089427,0.098209
3436,0.113061,0.054695,0.119144,0.031265,0.13152,0.149466,0.060864,0.01204,0.013469,0.131459,0.005904,0.098529,0.010368,0.010502,0.057713
3203,0.104857,0.084709,0.101587,0.034021,0.080855,0.117592,0.001101,0.028327,0.010121,0.054674,0.036259,0.120148,0.06753,0.055592,0.102627
3256,0.044466,0.135503,0.059892,0.054375,0.123925,0.071893,0.003912,0.116597,0.004519,0.125776,0.019863,0.033304,0.058013,0.097126,0.050836
3025,0.107475,0.070738,0.015717,0.058491,0.021722,0.030851,0.066541,0.086161,0.031318,0.094604,0.105788,0.055868,0.076595,0.120392,0.057739
3102,0.107802,0.109354,0.091567,0.07981,0.03465,0.087322,0.055356,0.031683,0.093987,0.038471,0.009108,0.045522,0.037756,0.115862,0.061751
3360,0.093432,0.022565,0.008108,0.091248,0.103619,0.069139,0.069966,0.080638,0.036896,0.08525,0.088464,0.081942,0.074681,0.018446,0.075607
2952,0.025699,0.120184,0.10733,0.105754,0.023668,0.048694,0.053927,0.123613,0.118244,0.042529,0.043855,0.010545,0.031187,0.083414,0.061357
3197,0.068321,0.106264,0.112975,0.01727,0.02683,0.034971,0.123565,0.052317,0.095585,0.026108,0.068662,0.062501,0.03881,0.057973,0.107847
3059,0.083925,0.097293,0.048866,0.057266,0.11766,0.026348,0.091447,0.11678,0.098436,0.038999,0.03265,0.095651,0.009494,0.070902,0.01428
3167,0.024206,0.043393,0.071032,0.042845,0.050006,0.102125,0.109125,0.072263,0.097955,0.000836,0.033524,0.080231,0.10091,0.11531,0.056238
2925,0.057896,0.005663,0.087648,0.070979,0.075207,0.02558,0.138438,0.081493,0.03256,0.048062,0.027095,0.086246,0.095737,0.028415,0.138981
2874,0.125572,0.046955,0.001709,0.150586,0.046645,0.022131,0.045181,0.010556,0.031241,0.067073,0.127827,0.062864,0.084259,0.013612,0.163789
2950,0.003811,0.07468,0.028128,0.059709,0.070228,0.05188,0.082111,0.088,0.094463,0.071363,0.075353,0.07545,0.094846,0.101185,0.028792
3106,0.061581,0.078639,0.089658,0.071405,0.015352,0.104931,0.045569,0.023721,0.072645,0.051814,0.082753,0.064613,0.09134,0.076697,0.069284
2948,0.08961,0.010806,0.020893,0.057085,0.042916,0.066901,0.131083,0.035185,0.073866,0.096028,0.127658,0.078866,0.070511,0.042689,0.055903
3199,0.028644,0.096052,0.019486,0.062858,0.043423,0.009463,0.095113,0.066981,0.064227,0.128547,0.051631,0.103894,0.056317,0.063196,0.110167
3306,0.081215,0.004296,0.021143,0.032013,0.085354,0.033482,0.090956,0.045454,0.093368,0.082424,0.093806,0.056638,0.074404,0.099737,0.10571
3367,0.1227,0.079148,0.113419,0.061596,0.153033,0.028066,0.090996,0.068069,0.021852,0.011682,0.009053,0.050293,0.100319,0.084076,0.005697
3216,0.02239,0.021447,0.10391,0.054911,0.043454,0.001692,0.113579,0.035902,0.028398,0.077575,0.11399,0.105134,0.093555,0.127131,0.056931
3488,0.040447,0.124525,0.004452,0.003203,0.059314,0.050099,0.022228,0.129771,0.126153,0.142612,0.031383,0.112038,0.064046,0.008279,0.08145
3180,0.114078,0.025576,0.065474,0.031873,0.064883,0.043883,0.081271,0.016956,0.099434,0.095752,0.063819,0.002628,0.085774,0.097919,0.11068
3030,0.038198,0.03104,0.056093,0.008831,0.125842,0.025035,0.011351,0.059996,0.120684,0.029935,0.089329,0.115693,0.134436,0.077705,0.075833
2977,0.092218,0.010923,0.045455,0.002891,0.096058,0.106166,0.096092,0.092129,0.042708,0.052661,0.115299,0.034327,0.087854,0.022462,0.102756
3527,0.088792,0.049637,0.131575,0.099911,0.052056,0.041505,0.047861,0.130087,0.07053,0.040251,0.057128,0.096131,0.02393,0.048881,0.021724
3103,0.018217,0.118344,0.084687,0.035975,0.118443,0.03641,0.109576,0.043067,0.102834,0.021144,0.070976,0.054375,0.038151,0.105006,0.042796
3237,0.092716,0.000434,0.113212,0.103814,0.066583,0.028523,0.084942,0.081945,0.050061,0.098777,0.014789,0.022597,0.040904,0.092262,0.10844
2945,0.022112,0.008334,0.081369,0.098215,0.124737,0.034641,0.083411,0.060104,0.056853,0.021749,0.071981,0.099968,0.056369,0.116831,0.063324
2937,0.088151,0.010695,0.013557,0.168063,0.002595,0.080358,0.116228,0.04209,0.13624,0.101035,0.046473,0.0036,0.120327,0.049208,0.021381
3236,0.052282,0.001167,0.093184,0.033085,0.092375,0.02013,0.099975,0.005994,0.104538,0.068925,0.110571,0.034625,0.114202,0.103331,0.065616
3407,0.043202,0.082689,0.069045,0.040729,0.085867,0.082497,0.101408,0.10098,0.104413,0.069306,0.058063,0.02497,0.04642,0.013007,0.077404
3044,0.122078,0.114179,0.038295,0.030029,0.074676,0.065845,0.023506,0.06544,0.093053,0.052532,0.115241,0.095202,0.073443,0.030696,0.005786
2879,0.012831,0.106844,0.047832,0.003776,0.102915,0.056647,0.011239,0.084454,0.057267,0.152621,0.082023,0.115705,0.031667,0.093349,0.040829
3101,0.048226,0.059284,0.036835,0.097499,0.056504,0.042763,0.05476,0.052272,0.051425,0.11695,0.080529,0.065007,0.056985,0.051197,0.129764
2918,0.015293,0.12453,0.008769,0.034539,0.095818,0.091771,0.087207,0.057796,0.1544,0.012438,0.065905,0.071704,0.073649,0.01102,0.095162
3066,0.073194,0.038419,0.045384,0.048728,0.049209,0.029168,0.026181,0.075438,0.102533,0.113908,0.117584,0.061627,0.043363,0.080305,0.09496
3255,0.044941,0.086406,0.100118,0.133231,0.052513,0.029356,0.072166,0.128719,0.114007,0.042871,0.00546,0.031198,0.023522,0.070318,0.065174
2854,0.047358,0.127067,0.1055,0.058622,0.007613,0.085941,0.000103,0.027888,0.026469,0.120282,0.045217,0.124327,0.081715,0.085683,0.056215
3310,0.123776,0.077346,0.07022,0.082473,0.09376,0.044004,0.000963,0.061193,0.05042,0.034782,0.065553,0.05465,0.005079,0.114707,0.121074
3062,0.141061,0.097842,0.035295,0.075464,0.106525,0.03819,0.021111,0.153342,0.051027,0.04388,0.101575,0.083687,0.004613,0.016422,0.029965
3429,0.11695,0.072811,0.089911,0.047036,0.105849,0.001228,0.095447,0.050605,0.0682,0.012483,0.114359,0.010303,0.09668,0.017784,0.100356
3319,0.090251,0.092413,0.044294,0.043946,0.117362,0.0401,0.094426,0.044313,0.08134,0.102147,0.080291,0.014379,0.108633,0.025376,0.020728
3056,0.056861,0.00835,0.086484,0.073191,0.008728,0.05144,0.066825,0.135899,0.035339,0.047381,0.07552,0.057148,0.083565,0.130454,0.082816
3069,0.119447,0.028598,0.044927,0.016998,0.088522,0.106524,0.098517,0.060105,0.02273,0.108363,0.049809,0.023758,0.142696,0.012757,0.076249
2868,0.091951,0.019379,0.153016,0.112062,0.127218,0.031705,0.054082,0.153614,0.042185,0.043991,0.091132,0.038478,0.008027,0.00457,0.028592
3362,0.102479,0.118992,0.009171,0.020734,0.113035,0.022904,0.076473,0.095974,0.011852,0.000228,0.108947,0.004018,0.012933,0.168226,0.134034
3443,0.020132,0.035167,0.079086,0.077403,0.053489,0.000861,0.062988,0.008159,0.107749,0.068157,0.102455,0.114679,0.097844,0.082817,0.089014
2892,0.051032,0.059779,0.014484,0.102407,0.117485,0.046351,0.118555,0.004589,0.008269,0.070323,0.042929,0.099608,0.047234,0.107526,0.109429
3094,0.08257,0.070353,0.07773,0.010059,0.066882,0.013093,0.080363,0.006736,0.133978,0.033557,0.118071,0.021583,0.083934,0.110648,0.090445
3160,0.043051,0.097877,0.082499,0.047734,0.0183,0.1246,0.087457,0.023219,0.09382,0.01022,0.102722,0.04101,0.030253,0.078444,0.118793
3414,0.108863,0.111774,0.058558,0.035168,0.056595,0.100588,0.078212,0.029683,0.007855,0.105904,0.048845,0.048526,0.080122,0.051627,0.07768
3313,0.035366,0.119094,0.043189,0.107145,0.058417,0.058156,0.070725,0.034348,0.022772,0.034636,0.118272,0.10249,0.134096,0.051191,0.010103
3532,0.081391,0.098756,0.094458,0.109983,0.089678,0.066885,0.095281,0.063197,0.047891,0.075817,0.035342,0.03635,0.018018,0.028925,0.058029
3391,0.071473,0.049167,0.058692,0.107197,0.104808,0.012909,0.015511,0.106585,0.117078,0.056053,0.009807,0.095147,0.05262,0.082822,0.060133
3246,0.060525,0.109042,0.024986,0.003418,0.033757,0.01977,0.134973,0.119383,0.050592,0.010837,0.071147,0.069158,0.118024,0.043721,0.130667
3352,0.074474,0.101451,0.028007,0.069911,0.081814,0.097674,0.111393,0.026091,0.022028,0.016465,0.126448,0.057039,0.076976,0.042347,0.067882
2889,0.073773,0.080771,0.004948,0.089149,0.08672,0.103649,0.026543,0.019863,0.02462,0.129767,0.101854,0.056834,0.000755,0.100139,0.100615
3498,0.114605,0.115176,0.119494,0.100343,0.022539,0.05886,0.001893,0.044961,0.026658,0.10484,0.078898,0.080548,0.049934,0.049147,0.032103
3277,0.039884,0.101976,0.082427,0.095186,0.054838,0.03758,0.047007,0.000908,0.123253,0.106935,0.105842,0.069049,0.077259,0.044939,0.012918
3099,0.074548,0.050853,0.0841,0.005524,0.087593,0.103156,0.048127,0.113576,0.066754,0.101121,0.05891,0.081997,0.039362,0.051977,0.032401
3525,0.127437,0.095362,0.041576,0.001628,0.060599,0.011192,0.088039,0.041373,0.096352,0.100767,0.082456,0.040641,0.003458,0.138766,0.070354
3097,0.034828,0.104761,0.098218,0.003143,0.018391,0.021301,0.098203,0.066035,0.096181,0.041867,0.10405,0.168482,0.123621,0.006018,0.014902
2969,0.126786,0.11807,0.025078,0.098581,0.110445,0.005713,0.017234,0.068886,0.07882,0.122435,0.011452,0.083695,0.053145,0.052159,0.0275
3210,0.085744,0.128438,0.079155,0.066011,0.092283,0.141297,0.092163,0.1147,0.007318,0.007521,0.058629,0.057986,0.033685,0.016996,0.018074
3147,0.005332,0.003684,0.002757,0.169641,0.036177,0.158162,0.005774,0.100503,0.053079,0.056128,0.081504,0.045687,0.191736,0.074912,0.014923
3139,0.050642,0.095231,0.04489,0.080915,0.062889,0.110488,0.024104,0.103758,0.011284,0.072954,0.09609,0.095295,0.059791,0.080962,0.010705
3452,0.044549,0.069314,0.141236,0.065241,0.121438,0.117292,0.062211,0.070046,0.074056,0.014721,0.00313,0.00053,0.007118,0.073705,0.135412
2953,0.107713,0.054929,0.091747,0.044352,0.09532,0.005586,0.112753,0.12911,0.04416,0.025998,0.118516,0.055156,0.017624,0.028563,0.068473
3052,0.094798,0.122026,0.023214,0.019899,0.066185,0.116751,0.027908,0.064275,0.04626,0.037414,0.059636,0.104925,0.114584,0.060138,0.041989
2886,0.111473,0.084316,0.046549,0.061214,0.017369,0.058721,0.078982,0.017138,0.123333,0.069111,0.050288,0.042006,0.107311,0.098376,0.033815
3458,0.076314,0.050843,0.111229,0.069424,0.070412,0.07663,0.0713,0.038809,0.030801,0.10646,0.014573,0.09167,0.045521,0.054865,0.091147
3312,0.119093,0.11448,0.083793,0.108957,0.064793,0.021779,0.114083,0.059087,0.109489,0.022894,0.057876,0.01453,0.062012,0.018029,0.029105
3192,0.103482,0.023099,0.040287,0.05467,0.086025,0.080183,0.035451,0.11439,0.060518,0.050133,0.124596,0.075385,0.079368,0.047685,0.024729
2898,0.039245,0.105603,0.096023,0.023365,0.118342,0.072338,0.080787,0.026673,0.011489,0.096465,0.099481,0.053411,0.037706,0.03089,0.108181
3441,0.057625,0.053822,0.032464,0.121532,0.054959,0.128289,0.118328,0.002651,0.038374,0.064259,0.075442,0.101324,0.000704,0.119584,0.030642
2915,0.077115,0.068365,0.048539,0.014672,0.098263,0.100843,0.08888,0.068429,0.004759,0.008149,0.093881,0.061827,0.093488,0.110845,0.061944
3241,0.004018,0.043978,0.092878,0.040597,0.107142,0.018643,0.006079,0.054637,0.068924,0.087521,0.078535,0.106624,0.147388,0.11091,0.032128
2880,0.055811,0.098982,0.051132,0.091075,0.046448,0.064483,0.065342,0.015803,0.053332,0.077397,0.06325,0.093025,0.104683,0.079854,0.039383
3020,0.046685,0.05772,0.103014,0.111869,0.045775,0.048911,0.033268,0.097723,0.014205,0.103515,0.095063,0.105576,0.014589,0.049516,0.072569
3513,0.104381,0.074771,0.010954,0.059096,0.008964,0.019184,0.118713,0.005585,0.019515,0.105451,0.12931,0.02413,0.093921,0.09627,0.129757
3508,0.103261,0.055195,0.068561,0.084944,0.106867,0.078344,0.066476,0.08035,0.08852,0.112598,0.078129,0.007152,0.02369,0.00965,0.036263
2912,0.145169,0.032596,0.068303,0.058332,0.031471,0.024099,0.092178,0.045984,0.08408,0.054189,0.061703,0.057483,0.091457,0.055293,0.097665
3478,0.148561,0.029773,0.10031,0.073817,0.059567,0.0859,0.043061,0.031207,0.017959,0.127833,0.156347,0.00789,0.046698,0.017301,0.053776
3009,0.119538,0.027373,0.041785,0.038824,0.083162,0.008778,0.008384,0.008065,0.143218,0.024285,0.173784,0.057293,0.07021,0.069817,0.125484
3396,0.100425,0.119955,0.077142,0.044855,0.049902,0.038288,0.085056,0.086297,0.098227,0.05711,0.075828,0.047997,0.02282,0.01971,0.076388
3232,0.094729,0.011679,0.008159,0.090408,0.045582,0.013279,0.092041,0.108355,0.027493,0.04722,0.13263,0.087125,0.101061,0.022512,0.117727
3535,0.059203,0.019161,0.067044,0.085532,0.11484,0.03405,0.014026,0.086704,0.088587,0.113004,0.078144,0.096126,0.082712,0.040798,0.020068
3017,0.08131,0.097946,0.088979,0.078013,0.071024,0.095936,0.013365,0.04022,0.062988,0.03141,0.093483,0.10444,0.056603,0.040487,0.043796
3371,0.049415,0.095756,0.115888,0.0571,0.048579,0.114186,0.003486,0.094548,0.042015,0.023897,0.138358,0.049804,0.039723,0.093845,0.033402
2923,0.033684,0.108733,0.102579,0.051719,0.054029,0.016434,0.070945,0.079161,0.103323,0.031711,0.036755,0.053754,0.102753,0.078452,0.075967
3021,0.0834,0.097475,0.08254,0.01816,0.031044,0.081293,0.018562,0.086879,0.086057,0.087687,0.116808,0.093173,0.001451,0.076025,0.039445
3116,0.09212,0.000749,0.117724,0.0385,0.120907,0.002035,0.126464,0.111455,0.012775,0.020912,0.016423,0.120613,0.105015,0.004838,0.10947
3212,0.007468,0.106896,0.07886,0.034428,0.023835,0.059505,0.064484,0.070504,0.109041,0.115918,0.111516,0.016157,0.042927,0.050157,0.108303
3227,0.09711,0.088371,0.007292,0.070571,0.050024,0.073198,0.082775,0.078479,0.055516,0.07913,0.02465,0.048114,0.098029,0.064323,0.082419
3465,0.02453,0.053992,0.087848,0.073254,0.114848,0.0661,0.112008,0.130843,0.076898,0.009928,0.083376,0.046003,0.058702,0.033031,0.02864
2913,0.124985,0.069096,0.039266,0.071942,0.069147,0.087299,0.031985,0.027271,0.010717,0.075607,0.062003,0.094754,0.072116,0.071818,0.091996
3024,0.00245,0.130801,0.000662,0.107957,0.014151,0.161124,0.026965,0.077308,0.057818,0.145552,0.047577,0.059929,0.042653,0.107856,0.017198
3369,0.03618,0.038821,0.071051,0.058116,0.084319,0.024375,0.053136,0.11216,0.09696,0.002823,0.096743,0.052483,0.089699,0.073053,0.110082
3240,0.091747,0.029581,0.034253,0.060934,0.014828,0.064298,0.139309,0.100279,0.02681,0.040636,0.092589,0.084552,0.029597,0.08854,0.102046
3387,0.044375,0.120159,0.067291,0.037532,0.010084,0.055491,0.057694,0.095091,0.052565,0.013206,0.074119,0.143765,0.031023,0.071394,0.126211
3471,0.074467,0.017194,0.090814,0.022609,0.069143,0.104634,0.10332,0.104136,0.075828,0.04777,0.028252,0.089705,0.070323,0.033207,0.0686
3344,0.086398,0.044702,0.00933,0.093792,0.096172,0.086833,0.026121,0.0826,0.055163,0.065039,0.018216,0.052079,0.084139,0.106505,0.092911
3287,0.017426,0.018935,0.098905,0.056628,0.130327,0.060861,0.033371,0.016215,0.037278,0.025948,0.037621,0.123259,0.13858,0.066695,0.137952
3481,0.031955,0.053472,0.089907,0.085706,0.095108,0.088313,0.110511,0.021804,0.08908,0.028964,0.068315,0.040711,0.076106,0.05801,0.062037
3326,0.006153,0.055102,0.091161,0.034214,0.11478,0.059207,0.097965,0.044032,0.049436,0.016631,0.077072,0.047808,0.107279,0.106909,0.09225
3335,0.093062,0.067059,0.009811,0.057056,0.104097,0.048044,0.09382,0.093814,0.055861,0.030609,0.102981,0.055772,0.063866,0.061573,0.062577
3035,0.094429,0.028999,0.03503,0.137198,0.049643,0.068646,0.059559,0.002067,0.119584,0.000297,0.024326,0.082458,0.116825,0.10152,0.079418
2963,0.049462,0.017522,0.01315,0.080514,0.045246,0.021393,0.039816,0.01258,0.141697,0.062686,0.111432,0.059753,0.106374,0.130197,0.108176
3083,0.026586,0.089556,0.06169,0.086752,0.046157,0.04247,0.090626,0.026913,0.017395,0.131266,0.043614,0.038563,0.094821,0.115198,0.088392
3449,0.040939,0.105847,0.082686,0.104286,0.02057,0.088242,0.108793,0.006057,0.070736,0.135283,0.03286,0.119314,0.014271,0.0363,0.033818
3082,0.059709,0.029594,0.103059,0.038583,0.012745,0.125105,0.031966,0.045883,0.103478,0.095045,0.036616,0.083023,0.085277,0.095811,0.054104
3065,0.018436,0.081147,0.10191,0.053602,0.001737,0.055253,0.050868,0.114062,0.099965,0.122263,0.024086,0.118586,0.065132,0.079435,0.01352
3451,0.02774,0.031689,0.010464,0.114076,0.105509,0.071611,0.062661,0.055073,0.094419,0.104229,0.104901,0.029079,0.03493,0.115723,0.037896
3464,0.115778,0.004991,0.082577,0.053779,0.071037,0.05506,0.107613,0.066235,0.03273,0.01772,0.093699,0.077536,0.095388,0.088197,0.037659
3144,0.089996,0.064999,0.099462,0.012185,0.072066,0.061591,0.02957,0.075244,0.138125,0.031511,0.118828,0.055199,0.015738,0.018145,0.117341
3393,0.016929,0.003511,0.124767,0.085789,0.049882,0.015352,0.117423,0.123466,0.099227,0.002304,0.102251,0.147955,0.03458,0.016117,0.060448
3432,0.071435,0.073289,0.043754,0.016115,0.138184,0.094161,0.007387,0.077993,0.118192,0.031305,0.079015,0.045611,0.092841,0.051484,0.059234
3340,0.080372,0.059329,0.053172,0.095905,0.071707,0.106062,0.037583,0.036512,0.10033,0.054706,0.089219,0.041414,0.062677,0.011807,0.099205
3341,0.026318,0.075242,0.034808,0.024119,0.069695,0.05899,0.105123,0.027659,0.108595,0.108846,0.158097,0.028327,0.015982,0.040328,0.117872
2869,0.124819,0.007547,0.03888,0.059116,0.009535,0.087081,0.154038,0.012653,0.047095,0.125755,0.007244,0.053603,0.142005,0.007252,0.123378
3492,0.055517,0.095494,0.09798,0.03372,0.057007,0.053735,0.0786,0.043768,0.068806,0.011161,0.116672,0.051184,0.10887,0.11072,0.016765
3399,0.032238,0.063386,0.113784,0.075641,0.008579,0.066918,0.060991,0.061205,0.102025,0.022667,0.123324,0.025496,0.039934,0.114537,0.089276
3182,0.011836,0.068688,0.111637,0.017667,0.075409,0.027112,0.081459,0.063772,0.01354,0.10431,0.096807,0.077173,0.098362,0.096354,0.055874
2959,0.07715,0.048455,0.092064,0.043381,0.094335,0.09219,0.052874,0.034805,0.04935,0.078414,0.041504,0.053738,0.069392,0.087673,0.084673
3548,0.083556,0.001717,0.066316,0.084186,0.061856,0.08177,0.064057,0.079569,0.05567,0.093386,0.105556,0.084243,0.029289,0.072802,0.036028
3208,0.073289,0.132891,0.024807,0.107112,0.032952,0.009983,0.087099,0.002157,0.019113,0.133817,0.114133,0.020183,0.124336,0.101308,0.016818
3282,0.083129,0.069673,0.002419,0.080587,0.119337,0.100252,0.039735,0.054142,0.027839,0.097788,0.112946,0.088378,0.07364,0.027223,0.022912
2974,0.081693,0.055217,0.117135,0.01718,0.110282,0.043835,0.093168,0.022229,0.032779,0.019441,0.110969,0.079866,0.065037,0.058028,0.093141
3439,0.083822,0.110533,0.057515,0.062331,0.085894,0.012345,0.11628,0.115037,0.003068,0.109003,0.053767,0.053922,0.106778,0.003453,0.026254
2992,0.039017,0.089061,0.025063,0.098231,0.008568,0.036653,0.092648,0.030767,0.101635,0.054615,0.073616,0.099004,0.12303,0.08734,0.040752
