@relation doc-subject

@attribute clusterID numeric
@attribute filename numeric
@attribute Subject0 numeric
@attribute Subject1 numeric
@attribute Subject2 numeric
@attribute Subject3 numeric
@attribute Subject4 numeric
@attribute Subject5 numeric
@attribute Subject6 numeric
@attribute Subject7 numeric
@attribute Subject8 numeric
@attribute Subject9 numeric
@attribute Subject10 numeric
@attribute Subject11 numeric
@attribute Subject12 numeric
@attribute Subject13 numeric
@attribute Subject14 numeric

@data
-1,3352,0.132316,0.076676,0.082291,0.037455,0.140837,0.01412,0.113639,0.08525,0.012138,0.113728,0.064662,0.031719,0.003625,0.082939,0.008606
-1,2922,0.116745,0.035819,0.12449,0.034043,0.136979,0.091334,0.051225,0.112512,0.040799,0.00594,0.093132,0.02718,0.063599,0.014347,0.051857
-1,2921,0.067641,0.120082,0.090149,0.017949,0.020206,0.000147,0.064172,0.096025,0.064738,0.1206,0.105957,0.094349,0.054954,0.067853,0.015177
-1,3203,0.102858,0.087343,0.149369,0.106493,0.069037,0.03321,0.011919,0.00915,0.001104,0.056012,0.122043,0.029105,0.051898,0.061465,0.108995
-1,3195,0.000494,0.046406,0.030564,0.123025,0.127878,0.055226,0.083853,0.099753,0.036193,0.047189,0.046181,0.123594,0.012793,0.060018,0.106834
-1,3375,0.01188,0.061546,0.107452,0.079655,0.04342,0.150145,0.120734,0.042197,0.001576,0.092936,0.093008,0.012939,0.082799,0.084271,0.015444
-1,3427,0.004381,0.053586,0.084043,0.068274,0.062698,0.025457,0.03639,0.113228,0.113798,0.079641,0.095861,0.045971,0.119583,0.002691,0.094398
-1,2879,0.076758,0.081006,0.018398,0.110519,0.014916,0.020913,0.025008,0.129132,0.059327,0.082326,0.112292,0.110727,0.106908,0.04857,0.003202
-1,3215,0.013383,0.08831,0.094938,0.095716,0.094724,0.018148,0.1165,0.049772,0.138744,0.038022,0.115965,0.068143,0.018697,0.032933,0.016006
-1,2915,0.061438,0.060303,0.035585,0.000614,0.08875,0.050133,0.025905,0.065399,0.086726,0.026532,0.104184,0.175087,0.039579,0.048509,0.131256
-1,3279,0.007957,0.107833,0.045209,0.017489,0.020601,0.069164,0.07918,0.072785,0.027683,0.055746,0.164535,0.097058,0.071637,0.064804,0.098319
-1,3120,0.053347,0.142804,0.114288,0.00516,0.065742,0.043723,0.109296,0.02067,0.110457,0.034178,0.105588,0.008217,0.00252,0.101052,0.08296
-1,3126,0.094971,0.124631,0.01088,0.109141,0.001834,0.036876,0.057235,0.016196,0.078813,0.087126,0.099826,0.0191,0.094888,0.13199,0.036494
-1,2981,0.098459,0.037286,0.149887,0.004718,0.072652,0.022668,0.103933,0.005668,0.01166,0.006064,0.029973,0.177071,0.016248,0.147946,0.115767
-1,3049,0.086888,0.063838,0.077756,0.031907,0.128586,0.03383,0.113526,0.15031,0.145091,0.066157,0.050328,0.025532,0.012634,0.004558,0.009058
-1,3157,0.039985,0.146316,0.038075,0.022422,0.110905,0.110364,0.047408,0.022572,0.039493,0.101782,0.08675,0.126003,0.080128,0.005493,0.022304
-1,2933,0.010903,0.028697,0.127133,0.027911,0.099604,0.126109,0.046318,0.059672,0.115495,0.025042,0.119216,0.068158,0.117247,0.005629,0.022866
-1,3388,0.042182,0.022147,0.081931,0.090653,0.077902,0.149794,0.076247,0.055221,0.095849,0.109316,0.018949,0.010026,0.010632,0.033287,0.125865
-1,2869,0.036282,0.144701,0.110437,0.076601,0.050233,0.01085,0.105739,0.01554,0.100787,0.030545,0.078635,0.097138,0.054991,0.064517,0.023003
-1,3404,0.09722,0.050275,0.117651,0.08134,0.025811,0.040591,0.066384,0.137613,0.006799,0.066441,0.057265,0.112724,0.014023,0.121198,0.004667
-1,2865,0.1236,0.122107,0.048362,0.115905,0.007206,0.102989,0.108925,0.020173,0.079014,0.105753,0.059964,0.007483,0.002121,0.013184,0.083214
-1,3209,0.031547,0.024984,0.098616,0.03659,0.072694,0.127897,0.0564,0.011506,0.113594,0.111568,0.029511,0.107124,0.040084,0.10159,0.036297
-1,2940,0.03447,0.134005,0.042219,0.029988,0.050417,0.042722,0.075695,0.099998,0.034981,0.113188,0.152838,0.07513,0.020472,0.008191,0.085686
-1,3143,0.044694,0.062934,0.105214,0.025997,0.143875,0.028407,0.11508,0.004798,0.002815,0.08112,0.126093,0.114489,0.01796,0.013742,0.112782
-1,3020,0.009235,0.117888,0.149376,0.081235,0.051527,0.061062,0.00013,0.035195,0.06109,0.104315,0.085293,0.033462,0.0553,0.057484,0.097408
-1,3293,0.009208,0.084826,0.095852,0.001786,0.075189,0.081027,0.001977,0.018844,0.088977,0.081373,0.074136,0.024542,0.12271,0.128682,0.11087
-1,3256,0.059844,0.017598,0.060296,0.040465,0.092494,0.098032,0.094389,0.116907,0.01035,0.103213,0.117674,0.099373,0.017754,0.059591,0.012021
-1,2887,0.045618,0.095337,0.113747,0.034776,0.117248,0.091009,0.002268,0.096019,0.092499,0.051547,0.096229,0.009781,0.100892,0.035897,0.017133
-1,3277,0.089452,0.034575,0.07544,0.098026,0.07695,0.088807,0.007941,0.007476,0.145382,0.116079,0.000051,0.065252,0.087026,0.009896,0.097649
-1,3201,0.004511,0.085372,0.08623,0.007201,0.091289,0.084752,0.111232,0.106525,0.114353,0.000897,0.020754,0.090867,0.02105,0.058393,0.116574
-1,3079,0.045941,0.01292,0.086357,0.123831,0.077701,0.080749,0.05054,0.148502,0.101558,0.032021,0.064907,0.047055,0.011314,0.075373,0.041231
-1,3261,0.017817,0.066908,0.067213,0.024337,0.137258,0.053564,0.065982,0.038366,0.094917,0.123986,0.023539,0.024382,0.026101,0.158653,0.076977
-1,3396,0.121539,0.057203,0.112504,0.081875,0.020082,0.008879,0.066312,0.044513,0.093783,0.030144,0.0194,0.068588,0.139289,0.07675,0.059139
-1,3021,0.114737,0.025703,0.101929,0.104321,0.027089,0.062934,0.098187,0.113411,0.018391,0.09212,0.016962,0.091464,0.01886,0.103489,0.010402
-1,3015,0.086659,0.001216,0.095039,0.089092,0.086507,0.055051,0.100064,0.076464,0.120596,0.067817,0.075628,0.035926,0.001162,0.0945,0.014279
-1,3207,0.099285,0.024575,0.035586,0.019908,0.063699,0.003223,0.000765,0.128414,0.077819,0.101427,0.033129,0.110986,0.125366,0.113104,0.062715
-1,3268,0.126929,0.115802,0.015084,0.0594,0.011415,0.116649,0.088885,0.10956,0.01662,0.020861,0.039701,0.127656,0.029374,0.010619,0.111445
-1,3217,0.007412,0.108591,0.127409,0.030416,0.029371,0.067243,0.068231,0.022825,0.002513,0.058196,0.116528,0.100126,0.066383,0.113988,0.080769
-1,2959,0.007973,0.057525,0.021143,0.103458,0.031067,0.043144,0.134305,0.120108,0.084972,0.118297,0.127988,0.077891,0.027111,0.014701,0.030317
-1,3101,0.084947,0.128832,0.063406,0.003078,0.080015,0.063131,0.029954,0.043704,0.078928,0.100755,0.000251,0.010041,0.087571,0.156734,0.068655
-1,3278,0.005498,0.06057,0.124368,0.023392,0.062965,0.021902,0.054475,0.092156,0.137912,0.116291,0.01034,0.122716,0.036074,0.093373,0.037967
-1,3131,0.08666,0.141208,0.007739,0.007565,0.05948,0.085549,0.011862,0.12772,0.034384,0.036267,0.019951,0.148386,0.119918,0.01905,0.094261
-1,3145,0.045111,0.018518,0.088921,0.024536,0.096572,0.008588,0.04744,0.042541,0.130024,0.115713,0.082345,0.086007,0.103193,0.072073,0.038418
-1,3295,0.131805,0.023993,0.021369,0.005365,0.04751,0.03798,0.16692,0.020763,0.109716,0.12398,0.056464,0.01162,0.053678,0.1217,0.067137
-1,3000,0.077161,0.014887,0.037867,0.100486,0.065393,0.138882,0.063257,0.051899,0.034169,0.10877,0.002742,0.079886,0.130946,0.011616,0.082039
-1,3390,0.040311,0.065599,0.006797,0.041205,0.123388,0.050525,0.087851,0.127417,0.005535,0.091055,0.087695,0.046649,0.109248,0.098401,0.018323
-1,3421,0.071605,0.076576,0.025508,0.041039,0.001465,0.002301,0.109531,0.051632,0.110488,0.110874,0.102933,0.069908,0.076769,0.02076,0.128612
-1,3433,0.015171,0.078917,0.014107,0.100784,0.045676,0.048117,0.06536,0.107631,0.005438,0.027813,0.094862,0.10899,0.108513,0.078268,0.100355
-1,3117,0.093612,0.022394,0.030767,0.123274,0.016915,0.062472,0.025108,0.086396,0.024946,0.115027,0.122394,0.049818,0.083654,0.011219,0.132005
-1,3257,0.109987,0.019194,0.106116,0.10866,0.010326,0.013446,0.041418,0.004806,0.027773,0.126332,0.143277,0.113901,0.07973,0.035305,0.059727
-1,2970,0.137248,0.08942,0.042788,0.072097,0.045137,0.068823,0.023335,0.013292,0.115321,0.002978,0.056514,0.099453,0.041506,0.106839,0.085249
-1,2966,0.100291,0.003723,0.107165,0.06793,0.071415,0.025657,0.005459,0.028067,0.08035,0.083573,0.101321,0.09458,0.021021,0.09884,0.110609
-1,3135,0.035309,0.002351,0.054181,0.117167,0.109378,0.025741,0.056845,0.018909,0.111665,0.055242,0.048107,0.084594,0.140855,0.100202,0.039454
-1,2953,0.059888,0.027153,0.122102,0.098611,0.060432,0.07948,0.08584,0.004935,0.01738,0.098374,0.122699,0.094991,0.010027,0.012048,0.106039
-1,3247,0.108452,0.057976,0.074336,0.012269,0.020287,0.143144,0.030515,0.065014,0.008714,0.088885,0.042441,0.005802,0.153515,0.14141,0.047241
-1,3321,0.076941,0.044304,0.021589,0.004722,0.05176,0.077558,0.116828,0.137161,0.065973,0.060193,0.05526,0.000206,0.032922,0.12024,0.134343
-1,3170,0.085985,0.00111,0.016207,0.088855,0.067863,0.137248,0.11936,0.115556,0.085792,0.061803,0.050392,0.111956,0.053003,0.003443,0.001427
-1,3397,0.092898,0.030315,0.002305,0.0706,0.108377,0.037381,0.063131,0.139451,0.035408,0.037044,0.082468,0.112202,0.170298,0.00698,0.011141
-1,3219,0.047758,0.060889,0.125322,0.083255,0.052173,0.039719,0.020419,0.048686,0.122687,0.071771,0.024712,0.125105,0.003237,0.111405,0.062863
-1,3336,0.108751,0.059083,0.096757,0.013527,0.010633,0.01309,0.028796,0.094193,0.121811,0.069197,0.075933,0.091842,0.005511,0.115989,0.094886
-1,2853,0.014821,0.049386,0.133027,0.040689,0.114488,0.07413,0.011676,0.116188,0.078129,0.118664,0.063438,0.032278,0.00708,0.141133,0.004874
-1,3437,0.028726,0.099656,0.08033,0.126466,0.017546,0.02256,0.066124,0.00755,0.070112,0.108367,0.04016,0.062967,0.14049,0.109627,0.019318
-1,3094,0.072725,0.047705,0.112856,0.153088,0.073215,0.046191,0.054946,0.038316,0.046767,0.013601,0.056437,0.017317,0.071207,0.134468,0.061161
-1,3420,0.107597,0.033605,0.112923,0.01767,0.083138,0.066848,0.126126,0.104805,0.062482,0.094032,0.034944,0.003686,0.026976,0.013838,0.111329
-1,3383,0.153438,0.046692,0.077967,0.007268,0.084325,0.091215,0.056231,0.037258,0.012921,0.078894,0.142806,0.037157,0.125821,0.025239,0.022768
-1,3162,0.049564,0.060392,0.076112,0.103961,0.010291,0.096587,0.006913,0.116378,0.072249,0.012743,0.085104,0.113497,0.002114,0.117479,0.076615
-1,3008,0.003873,0.1591,0.151975,0.029428,0.068968,0.059114,0.06963,0.032537,0.064801,0.041802,0.022854,0.22278,0.022666,0.043136,0.007336
-1,3270,0.044919,0.021134,0.041788,0.087796,0.051975,0.026815,0.008674,0.101234,0.039867,0.085577,0.161459,0.042627,0.025178,0.176566,0.084393
-1,3070,0.003948,0.020616,0.099834,0.113416,0.129819,0.085482,0.097366,0.027477,0.053747,0.024075,0.1152,0.018254,0.035992,0.123627,0.051148
-1,3449,0.059141,0.017267,0.12595,0.0477,0.013977,0.126124,0.087209,0.054475,0.00286,0.165212,0.057349,0.067946,0.089671,0.02465,0.060469
-1,3463,0.064394,0.036337,0.15871,0.07962,0.072959,0.065082,0.026429,0.1603,0.027701,0.039938,0.064662,0.018183,0.118728,0.047187,0.01977
-1,3335,0.119152,0.085681,0.122473,0.101076,0.015146,0.134174,0.003594,0.008482,0.136765,0.02859,0.060224,0.039997,0.079017,0.012786,0.052842
-1,3046,0.011155,0.009796,0.109472,0.076714,0.032412,0.051222,0.117283,0.034685,0.046047,0.026608,0.117822,0.121597,0.049994,0.090677,0.104516
-1,2964,0.107273,0.076941,0.016153,0.007071,0.079914,0.037995,0.097311,0.101134,0.124343,0.019255,0.101111,0.037469,0.063431,0.09117,0.039427
-1,3320,0.027594,0.121536,0.01495,0.078683,0.05358,0.056484,0.079514,0.07985,0.120166,0.006294,0.134568,0.10264,0.093216,0.010261,0.020663
-1,2918,0.114042,0.078323,0.064247,0.031421,0.101478,0.034241,0.102047,0.092962,0.008684,0.091588,0.056701,0.035604,0.004329,0.06664,0.117693
-1,3030,0.064528,0.059221,0.066265,0.085853,0.008585,0.086717,0.101062,0.031025,0.109214,0.005202,0.14074,0.090064,0.124216,0.008318,0.01899
-1,3407,0.10732,0.020515,0.135233,0.002848,0.016759,0.127949,0.119689,0.120089,0.05232,0.072392,0.080316,0.101761,0.024732,0.011157,0.00692
-1,3230,0.089533,0.034312,0.112223,0.09014,0.101111,0.144038,0.103276,0.096215,0.048094,0.013066,0.0561,0.064925,0.021412,0.004484,0.02107
-1,3073,0.165217,0.001723,0.139288,0.067707,0.031615,0.130006,0.015961,0.016712,0.007822,0.013357,0.074086,0.02114,0.127952,0.116391,0.071024
-1,3387,0.130816,0.0274,0.08007,0.017809,0.043464,0.024571,0.018427,0.115138,0.051232,0.154108,0.159253,0.000786,0.104967,0.054854,0.017106
-1,3041,0.096497,0.143425,0.094898,0.074929,0.036764,0.009672,0.089553,0.033498,0.126757,0.000867,0.023368,0.149534,0.020961,0.097082,0.002196
-1,3240,0.013185,0.047896,0.065568,0.094301,0.035393,0.043902,0.077547,0.001011,0.118386,0.082454,0.123563,0.024723,0.096462,0.064649,0.11096
-1,2901,0.103555,0.04321,0.144235,0.103098,0.005761,0.130764,0.046916,0.056106,0.058765,0.095739,0.018486,0.043651,0.026929,0.080744,0.042043
-1,3364,0.055631,0.012159,0.064967,0.107269,0.095045,0.049526,0.001036,0.109995,0.035242,0.133244,0.076116,0.123323,0.060683,0.033851,0.041915
-1,3248,0.061043,0.027513,0.008287,0.021101,0.025818,0.051919,0.085893,0.102886,0.02318,0.118132,0.126388,0.106972,0.149544,0.023118,0.068206
-1,2880,0.113364,0.026752,0.127723,0.042046,0.098135,0.049017,0.101035,0.084136,0.056231,0.002365,0.03329,0.063278,0.036248,0.128626,0.037753
-1,3164,0.072732,0.131031,0.024846,0.072666,0.093762,0.009497,0.032198,0.009968,0.106162,0.049665,0.078085,0.096931,0.125321,0.029604,0.067532
-1,3033,0.142841,0.07128,0.04414,0.117115,0.099053,0.039186,0.00235,0.07948,0.047796,0.112545,0.015171,0.040048,0.10397,0.035494,0.04953
-1,2870,0.123795,0.001943,0.101101,0.113723,0.029281,0.10872,0.149565,0.07142,0.045763,0.021303,0.050662,0.10197,0.017461,0.042984,0.02031
-1,3462,0.091105,0.002701,0.028806,0.01146,0.116347,0.080869,0.111955,0.060784,0.031781,0.045207,0.080923,0.08051,0.113874,0.09185,0.051827
-1,3063,0.017577,0.140246,0.122884,0.041355,0.123135,0.119383,0.012127,0.128953,0.006965,0.02447,0.001931,0.087246,0.032437,0.088485,0.052806
-1,3442,0.049905,0.167233,0.144153,0.021078,0.008815,0.151465,0.027226,0.050273,0.009994,0.025637,0.021591,0.129022,0.036459,0.141433,0.015715
-1,3141,0.023908,0.104221,0.000844,0.092106,0.018508,0.065972,0.0452,0.133461,0.02725,0.025316,0.078737,0.073393,0.071561,0.094486,0.145038
-1,2893,0.102912,0.117076,0.080562,0.001146,0.009995,0.041985,0.093137,0.120596,0.06709,0.078982,0.107039,0.017745,0.086409,0.075114,0.000212
-1,3192,0.084867,0.120839,0.003923,0.012069,0.068235,0.074448,0.031143,0.06787,0.109258,0.140708,0.038554,0.012798,0.085322,0.054809,0.095157
-1,3112,0.088106,0.09248,0.136581,0.067245,0.118023,0.047996,0.075576,0.044582,0.046089,0.061535,0.068311,0.009816,0.125843,0.003142,0.014675
-1,3225,0.039774,0.006297,0.01659,0.00126,0.132082,0.036048,0.120073,0.098544,0.082025,0.132939,0.087632,0.066802,0.136557,0.042413,0.000963
-1,3291,0.135106,0.032132,0.058384,0.016483,0.092294,0.067635,0.053465,0.03055,0.021335,0.064293,0.096074,0.05472,0.042503,0.098751,0.136273
-1,2980,0.003913,0.065665,0.101012,0.100933,0.076636,0.011817,0.122351,0.032868,0.111288,0.002813,0.058015,0.136825,0.013594,0.117596,0.044674
-1,2874,0.129054,0.078954,0.062271,0.00195,0.064984,0.091203,0.087388,0.119361,0.145625,0.041041,0.037814,0.000943,0.015179,0.101935,0.022298
-1,3253,0.047744,0.084855,0.128454,0.028211,0.104893,0.004051,0.111914,0.049884,0.079324,0.104656,0.062805,0.032486,0.099855,0.044398,0.01647
-1,3459,0.075995,0.027222,0.011216,0.100905,0.016714,0.048883,0.124859,0.097172,0.083563,0.032505,0.015855,0.137446,0.019446,0.125441,0.082779
-1,3045,0.130204,0.044734,0.164886,0.074681,0.032402,0.070396,0.039453,0.069457,0.101934,0.048083,0.027582,0.050693,0.0188,0.061937,0.064759
-1,3108,0.103564,0.024887,0.019014,0.032118,0.084206,0.10186,0.022867,0.128034,0.077757,0.062143,0.07639,0.117831,0.082884,0.060282,0.006161
-1,3287,0.111836,0.009051,0.022224,0.023318,0.09274,0.004009,0.097686,0.092147,0.036845,0.070694,0.15238,0.128706,0.019756,0.026663,0.111943
-1,3342,0.106989,0.089692,0.069858,0.028863,0.075698,0.147455,0.001409,0.061299,0.058984,0.001049,0.118002,0.048918,0.031809,0.121348,0.038627
-1,2955,0.059851,0.120976,0.034549,0.016303,0.084784,0.131304,0.123568,0.028899,0.074505,0.11421,0.031179,0.019336,0.094056,0.00582,0.060659
-1,3003,0.126724,0.025328,0.027019,0.058197,0.109535,0.061425,0.101852,0.152792,0.010792,0.050659,0.090534,0.022642,0.002809,0.041871,0.11782
-1,2855,0.11728,0.005186,0.012268,0.097944,0.011577,0.095556,0.013489,0.096483,0.016562,0.123022,0.08441,0.071665,0.107226,0.101171,0.046159
-1,2996,0.131765,0.023055,0.105136,0.036022,0.030524,0.053488,0.107921,0.061926,0.096369,0.066248,0.025992,0.057674,0.085557,0.111498,0.006824
-1,3180,0.012739,0.120722,0.058676,0.128678,0.030475,0.017322,0.019172,0.110657,0.007834,0.091265,0.13355,0.07682,0.000003,0.070589,0.121497
-1,2929,0.094237,0.095458,0.05964,0.09176,0.063729,0.011663,0.109421,0.055012,0.022695,0.131447,0.07411,0.001495,0.107812,0.008886,0.072636
-1,2911,0.021306,0.046269,0.111451,0.082465,0.12708,0.08764,0.159219,0.004568,0.033987,0.003102,0.069981,0.044228,0.143046,0.02072,0.04494
-1,3434,0.032913,0.129128,0.176325,0.04277,0.000035,0.019908,0.000944,0.129297,0.059898,0.126707,0.060802,0.039485,0.017919,0.040841,0.123026
-1,2860,0.029066,0.073178,0.075034,0.051275,0.134519,0.079933,0.067665,0.122941,0.001262,0.076224,0.114203,0.037623,0.081177,0.039968,0.015932
-1,2984,0.079562,0.001714,0.066784,0.011808,0.058706,0.153157,0.041727,0.037401,0.058614,0.060961,0.052345,0.059889,0.129098,0.053215,0.13502
-1,3058,0.109537,0.014714,0.031528,0.015589,0.047385,0.044068,0.012706,0.09267,0.057971,0.08382,0.10911,0.068517,0.103937,0.094326,0.114123
-1,3103,0.130738,0.025817,0.032261,0.009475,0.111801,0.040831,0.091847,0.012654,0.000863,0.124184,0.001616,0.0844,0.097495,0.092541,0.143478
-1,3405,0.113033,0.021993,0.089329,0.025539,0.119436,0.009528,0.094117,0.032091,0.057935,0.030603,0.001819,0.067892,0.130937,0.067954,0.137792
-1,3259,0.06553,0.119241,0.086287,0.120321,0.011116,0.086693,0.028717,0.129451,0.063776,0.011458,0.004309,0.148122,0.015507,0.069517,0.039954
-1,3043,0.098587,0.108675,0.100809,0.104748,0.062992,0.077042,0.024813,0.051351,0.068357,0.013164,0.123776,0.022027,0.010987,0.016284,0.116389
-1,2950,0.01179,0.070919,0.060518,0.010041,0.103126,0.141811,0.036589,0.034591,0.078636,0.052005,0.113175,0.106751,0.049721,0.11833,0.011998
-1,3091,0.114493,0.11405,0.070738,0.028062,0.13666,0.08696,0.116392,0.080004,0.090567,0.045683,0.012696,0.021302,0.017707,0.024009,0.040677
-1,3467,0.036384,0.047633,0.111037,0.015477,0.115599,0.100759,0.101652,0.137645,0.022768,0.053228,0.077266,0.041814,0.061689,0.076424,0.000624
-1,3163,0.102462,0.062495,0.103645,0.054,0.05894,0.058228,0.025902,0.034108,0.13377,0.070934,0.027962,0.022883,0.012315,0.105848,0.126507
-1,2895,0.026149,0.003199,0.036478,0.040592,0.060965,0.042206,0.094233,0.129556,0.065216,0.011027,0.044106,0.13319,0.096706,0.121844,0.094534
-1,3354,0.014367,0.126203,0.070881,0.087556,0.031421,0.10113,0.120858,0.140582,0.00928,0.051259,0.021331,0.056444,0.06997,0.011,0.087718
-1,3147,0.013273,0.039444,0.051729,0.098131,0.108245,0.00102,0.088406,0.117636,0.017615,0.02766,0.091916,0.08542,0.041578,0.097581,0.120347
-1,3309,0.051158,0.014991,0.01042,0.074945,0.117287,0.039023,0.129439,0.035896,0.106771,0.037345,0.065439,0.087519,0.114395,0.105032,0.010341
-1,3218,0.052072,0.119882,0.058409,0.116806,0.078306,0.117984,0.04215,0.021952,0.071222,0.139229,0.021156,0.017498,0.061467,0.071023,0.010845
-1,3128,0.011883,0.082922,0.02646,0.112858,0.077638,0.12357,0.058967,0.090711,0.046284,0.01361,0.016622,0.04479,0.086334,0.057672,0.149679
-1,3200,0.12982,0.076324,0.143389,0.103933,0.038357,0.0082,0.001559,0.072617,0.059589,0.053543,0.105843,0.092653,0.0719,0.000372,0.041901
-1,3055,0.078421,0.071542,0.088982,0.052809,0.063067,0.001085,0.112667,0.124685,0.000472,0.048476,0.059899,0.101467,0.088375,0.105832,0.002223
-1,2999,0.097582,0.085203,0.09253,0.096757,0.017231,0.058861,0.02654,0.015154,0.107475,0.068153,0.113423,0.030575,0.108995,0.076403,0.005118
-1,3345,0.004025,0.026068,0.017501,0.016833,0.091578,0.067373,0.12636,0.124691,0.049847,0.082273,0.122086,0.061774,0.00116,0.111293,0.097137
-1,3282,0.124493,0.077363,0.042672,0.067939,0.011247,0.076508,0.022218,0.0414,0.130514,0.120061,0.014305,0.092593,0.069307,0.094933,0.014446
-1,2941,0.079514,0.109193,0.11467,0.080618,0.005722,0.036495,0.074791,0.059065,0.065389,0.010802,0.12602,0.000709,0.072893,0.035571,0.128549
-1,2989,0.149792,0.019437,0.031587,0.072169,0.044321,0.01104,0.065107,0.073558,0.02284,0.115612,0.140432,0.039469,0.110186,0.029019,0.075432
-1,3182,0.010798,0.148151,0.118278,0.069442,0.059303,0.071605,0.03109,0.029085,0.133804,0.04317,0.020985,0.016211,0.069527,0.122704,0.055846
-1,3001,0.029116,0.010589,0.104461,0.13234,0.087072,0.117534,0.026987,0.129017,0.13674,0.022448,0.024128,0.019337,0.075187,0.075448,0.009595
-1,3002,0.00543,0.104716,0.040395,0.003017,0.053601,0.115951,0.060362,0.028386,0.020406,0.100845,0.130638,0.098644,0.086105,0.052058,0.099447
-1,3229,0.161996,0.038501,0.086572,0.015145,0.032577,0.154598,0.08849,0.016442,0.072672,0.045146,0.099055,0.045566,0.022559,0.105016,0.015666
-1,3173,0.028846,0.121002,0.121721,0.056863,0.08792,0.024264,0.065081,0.060801,0.022875,0.002153,0.098503,0.0873,0.086182,0.124886,0.011603
-1,3027,0.011369,0.018657,0.070157,0.044909,0.06735,0.006856,0.034304,0.11466,0.064821,0.014325,0.122942,0.0887,0.137476,0.16105,0.042424
